time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1998-10-02T07:34:32.500Z,-2.88,141.401,33,5,mb,,,,1.05,us,usp0008vva,2014-11-07T01:06:10.559Z,"24 km SSE of Vanimo, Papua New Guinea",earthquake,,,,30,reviewed,us,us
1998-10-02T04:59:59.430Z,3.773,126.225,33,5.1,mb,,,,1.16,us,usp0008vv8,2014-11-07T01:06:10.534Z,"199 km SSE of Sarangani, Philippines",earthquake,,,,35,reviewed,us,us
1998-10-02T03:03:11.990Z,3.734,126.265,33,4.8,mb,,,,1.32,us,usp0008vv4,2014-11-07T01:06:10.493Z,"204 km SSE of Sarangani, Philippines",earthquake,,,,21,reviewed,us,us
1998-10-01T18:45:18.070Z,-0.875,126.523,33,3.6,mb,,,,1.12,us,usp0008vuh,2014-11-07T01:06:10.095Z,"207 km SSW of Ternate, Indonesia",earthquake,,,,1,reviewed,us,us
1998-10-01T18:07:42.180Z,-1.42,127.348,71,3.7,mb,,,,1.42,us,usp0008vuf,2014-11-07T01:06:10.062Z,"239 km S of Sofifi, Indonesia",earthquake,,25.1,,1,reviewed,us,us
1998-10-01T17:59:53.870Z,3.721,126.796,33,4.1,mb,,,,0.6,us,usp0008vue,2014-11-07T01:06:10.048Z,"237 km SE of Sarangani, Philippines",earthquake,,,,3,reviewed,us,us
1998-10-01T14:55:56.530Z,3.226,127,33,4.5,mb,,,,1.05,us,usp0008vu5,2014-11-07T01:06:09.898Z,"Pulau-Pulau Talaud, Indonesia",earthquake,,,,1,reviewed,us,us
1998-10-01T13:40:36.860Z,-7.451,129.788,120.1,4.1,mb,,,,1.33,us,usp0008vu1,2014-11-07T01:06:09.867Z,"Kepulauan Babar, Indonesia",earthquake,,13.1,,4,reviewed,us,us
1998-10-01T02:09:30.220Z,-2.955,139.22,33,3.8,mb,,,,0.53,us,usp0008vtb,2014-11-07T01:06:09.020Z,"near the north coast of Papua, Indonesia",earthquake,,,,1,reviewed,us,us
1998-10-01T00:02:51.480Z,-6.709,128.718,234.3,3.7,mb,,,,1.07,us,usp0008vsw,2014-11-07T01:06:08.238Z,"276 km NE of Lospalos, Timor Leste",earthquake,,18.9,,1,reviewed,us,us
1998-09-30T21:32:02.350Z,-8.051,107.983,76.7,4.5,mb,,,,0.94,us,usp0008vsq,2014-11-07T01:06:07.308Z,"Java, Indonesia",earthquake,,6.9,,8,reviewed,us,us
1998-09-30T12:42:45.220Z,4.61,122.917,588,4.8,mb,,,,0.93,us,usp0008vs9,2014-11-07T01:06:07.270Z,"193 km SE of Tabiauan, Philippines",earthquake,,14.1,,15,reviewed,us,us
1998-09-30T10:56:56.310Z,3.841,126.19,55.9,4.5,mb,,,,1.02,us,usp0008vs0,2014-11-07T01:06:07.226Z,"190 km SSE of Sarangani, Philippines",earthquake,,10.8,,11,reviewed,us,us
1998-09-30T10:48:41.390Z,-5.125,118.41,33,4.7,mb,,,,0.86,us,usp0008vrz,2014-11-07T01:06:07.223Z,"108 km WNW of Galesong, Indonesia",earthquake,,,,6,reviewed,us,us
1998-09-30T05:57:44.100Z,3.854,126.395,33,4.5,mb,,,,1.09,us,usp0008vrm,2014-11-07T01:06:07.195Z,"200 km SSE of Sarangani, Philippines",earthquake,,,,14,reviewed,us,us
1998-09-30T03:47:56.850Z,3.986,127.191,33,4.2,mb,,,,1,us,usp0008vrf,2014-11-07T01:06:07.181Z,"247 km SE of Sarangani, Philippines",earthquake,,,,2,reviewed,us,us
1998-09-30T03:14:46.040Z,1.377,125.765,67.7,4.7,mb,,,,1.08,us,usp0008vrd,2014-11-07T01:06:07.175Z,"88 km E of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,9.7,,17,reviewed,us,us
1998-09-30T00:49:16.140Z,3.906,126.49,33,4.4,mb,,,,1.18,us,usp0008vr5,2014-11-07T01:06:07.115Z,"200 km SE of Sarangani, Philippines",earthquake,,,,8,reviewed,us,us
1998-09-29T18:53:44.780Z,-3.017,141.697,33,3.2,mb,,,,0.79,us,usp0008vqu,2014-11-07T01:06:07.035Z,"57 km SE of Vanimo, Papua New Guinea",earthquake,,,,1,reviewed,us,us
1998-09-29T17:04:38.180Z,-4.931,102.668,33,4,mb,,,,0.53,us,usp0008vqm,2014-11-07T01:06:07.011Z,"119 km SSW of Pagar Alam, Indonesia",earthquake,,,,2,reviewed,us,us
1998-09-29T11:10:55.150Z,3.706,126.687,33,4.2,mb,,,,1.14,us,usp0008vq7,2014-11-07T01:06:06.980Z,"231 km SE of Sarangani, Philippines",earthquake,,,,6,reviewed,us,us
1998-09-29T10:24:02.730Z,3.787,126.294,125.2,4.2,mb,,,,0.95,us,usp0008vq3,2014-11-07T01:06:06.973Z,"201 km SSE of Sarangani, Philippines",earthquake,,14.3,,7,reviewed,us,us
1998-09-29T09:05:26.400Z,3.777,96.899,77.6,4.9,mb,,,,0.87,us,usp0008vq1,2014-11-07T01:06:06.965Z,"94 km ESE of Meulaboh, Indonesia",earthquake,,,,23,reviewed,us,us
1998-09-29T08:46:04.390Z,5.316,126.766,51.7,4.7,mb,,,,0.95,us,usp0008vq0,2014-11-07T01:06:06.960Z,"132 km SSE of Pondaguitan, Philippines",earthquake,,7.9,,16,reviewed,us,us
1998-09-29T05:41:12.620Z,2.493,124.344,300,4.3,mb,,,,0.96,us,usp0008vpq,2014-11-07T01:06:06.934Z,"125 km NNW of Manado, Indonesia",earthquake,,,,9,reviewed,us,us
1998-09-29T02:42:05.300Z,3.888,127.067,33,4.1,mb,,,,0.98,us,usp0008vpm,2014-11-07T01:06:06.922Z,"244 km SE of Sarangani, Philippines",earthquake,,,,5,reviewed,us,us
1998-09-29T02:14:28.430Z,3.777,126.27,48.7,4.8,mb,,,,1.06,us,usp0008vpj,2014-11-07T01:06:06.912Z,"200 km SSE of Sarangani, Philippines",earthquake,,9.4,,25,reviewed,us,us
1998-09-28T23:41:41.070Z,-2.961,141.706,33,4.1,mb,,,,0.92,us,usp0008vpc,2014-11-07T01:06:06.883Z,"54 km SE of Vanimo, Papua New Guinea",earthquake,,,,3,reviewed,us,us
1998-09-28T22:32:35.860Z,0.587,124.978,33,3.7,mb,,,,0.91,us,usp0008vpb,2014-11-07T01:06:06.880Z,"79 km S of Tondano, Indonesia",earthquake,,,,1,reviewed,us,us
1998-09-28T20:43:09.710Z,0.008,129.442,33,4.2,mb,,,,0.92,us,usp0008vp7,2014-11-07T01:06:06.869Z,"224 km ESE of Sofifi, Indonesia",earthquake,,,,2,reviewed,us,us
1998-09-28T20:31:00.790Z,3.631,126.587,33,4,mb,,,,1.22,us,usp0008vp6,2014-11-07T01:06:06.868Z,"232 km SSE of Sarangani, Philippines",earthquake,,,,4,reviewed,us,us
1998-09-28T19:23:23.250Z,3.84,126.407,30.1,6.2,mwc,,,,1.26,us,usp0008vp3,2022-04-29T17:43:51.400Z,"202 km SSE of Sarangani, Philippines",earthquake,,,,,reviewed,us,hrv
1998-09-28T13:34:30.490Z,-8.194,112.413,151.6,6.6,mwb,,,,1.39,us,usp0008vnn,2022-04-29T17:43:50.328Z,"8 km WSW of Sumberpucung, Indonesia",earthquake,,,,,reviewed,us,us
1998-09-28T13:29:29.090Z,3.747,126.277,62.6,5,mb,,,,1.15,us,usp0008vnm,2014-11-07T01:06:06.735Z,"204 km SSE of Sarangani, Philippines",earthquake,,6.8,,33,reviewed,us,us
1998-09-28T12:53:18.440Z,5.369,126.695,60.6,5.2,mwc,,,,1.14,us,usp0008vnj,2022-04-29T17:43:44.108Z,"123 km SSE of Pondaguitan, Philippines",earthquake,,6.5,,,reviewed,us,hrv
1998-09-28T10:41:02.500Z,3.825,126.595,76.4,4.2,mb,,,,1.07,us,usp0008vnb,2014-11-07T01:06:06.706Z,"214 km SE of Sarangani, Philippines",earthquake,,18.1,,5,reviewed,us,us
1998-09-28T05:43:28.180Z,3.74,126.307,73,5.2,mwc,,,,1.12,us,usp0008vmz,2022-04-29T17:43:37.800Z,"206 km SSE of Sarangani, Philippines",earthquake,,7,,,reviewed,us,hrv
1998-09-28T04:00:43.300Z,3.786,126.411,80.3,4.3,mb,,,,1,us,usp0008vmw,2014-11-07T01:06:06.646Z,"207 km SSE of Sarangani, Philippines",earthquake,,16.2,,5,reviewed,us,us
1998-09-28T02:42:38.810Z,3.738,126.241,40.7,4.7,mb,,,,1.12,us,usp0008vms,2014-11-07T01:06:06.637Z,"203 km SSE of Sarangani, Philippines",earthquake,,10.2,,18,reviewed,us,us
1998-09-27T21:36:22.450Z,1.866,99.184,120.7,4.4,mb,,,,0.75,us,usp0008vmc,2014-11-07T01:06:06.610Z,"46 km ENE of Sibolga, Indonesia",earthquake,,,,6,reviewed,us,us
1998-09-27T16:41:13.380Z,-3.416,130.981,33,4.3,mb,,,,1.37,us,usp0008vm7,2014-11-07T01:06:06.599Z,"229 km E of Amahai, Indonesia",earthquake,,,,10,reviewed,us,us
1998-09-27T16:28:59.900Z,-3.403,131.142,33,4.3,mb,,,,1.14,us,usp0008vm6,2014-11-07T01:06:06.596Z,"247 km E of Amahai, Indonesia",earthquake,,,,7,reviewed,us,us
1998-09-27T15:23:47.600Z,2.155,126.699,71.5,4.7,mb,,,,1.05,us,usp0008vm2,2014-11-07T01:06:06.587Z,"153 km WNW of Tobelo, Indonesia",earthquake,,17.3,,17,reviewed,us,us
1998-09-27T12:16:07.290Z,-8.171,130.446,100,4.3,mb,,,,1.38,us,usp0008vkw,2014-11-07T01:06:06.575Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,,,,2,reviewed,us,us
1998-09-27T08:50:06.600Z,-8.051,108.851,127,3.7,mb,,,,1.06,us,usp0008vkg,2014-11-07T01:06:06.490Z,"62 km S of Sidareja, Indonesia",earthquake,,9.1,,4,reviewed,us,us
1998-09-27T06:26:21.270Z,1.764,127.159,128.4,5.3,mb,,,,1.11,us,usp0008vkd,2014-11-07T01:06:06.473Z,"94 km W of Tobelo, Indonesia",earthquake,,6.4,,29,reviewed,us,us
1998-09-27T06:12:07.100Z,-2.418,139.375,33,3.5,mb,,,,1.11,us,usp0008vka,2014-11-07T01:06:06.465Z,"141 km W of Abepura, Indonesia",earthquake,,,,1,reviewed,us,us
1998-09-27T01:32:44.380Z,-2.981,129.981,33,3.7,mb,,,,1.34,us,usp0008vjw,2014-11-07T01:06:06.391Z,"124 km ENE of Amahai, Indonesia",earthquake,,,,1,reviewed,us,us
1998-09-26T22:12:35.430Z,-2.936,141.305,33,4.4,mb,,,,0.98,us,usp0008vjr,2014-11-07T01:06:06.365Z,"27 km S of Vanimo, Papua New Guinea",earthquake,,,,6,reviewed,us,us
1998-09-26T20:21:44.710Z,-3.59,138.026,33,4.1,mb,,,,1.28,us,usp0008vjk,2014-11-07T01:06:06.355Z,"281 km E of Nabire, Indonesia",earthquake,,,,1,reviewed,us,us
1998-09-26T17:11:10.020Z,-0.12,124.775,33,4.5,mb,,,,0.81,us,usp0008vjb,2014-11-07T01:06:06.314Z,"158 km S of Tondano, Indonesia",earthquake,,,,7,reviewed,us,us
1998-09-26T13:23:17.570Z,-7.62,120.32,100,3.8,mb,,,,0.82,us,usp0008vj3,2014-11-07T01:06:06.295Z,"Flores Sea",earthquake,,,,1,reviewed,us,us
1998-09-26T06:15:18.640Z,-5.979,131.285,33,4.6,mb,,,,1.05,us,usp0008vhr,2014-11-07T01:06:06.254Z,"167 km WSW of Tual, Indonesia",earthquake,,,,2,reviewed,us,us
1998-09-26T05:13:07.940Z,-8.858,106.427,33,4.6,mb,,,,0.98,us,usp0008vhp,2014-11-07T01:06:06.249Z,"207 km S of Pelabuhanratu, Indonesia",earthquake,,,,10,reviewed,us,us
1998-09-24T20:04:07.910Z,-11.393,117.673,33,4,mb,,,,1.22,us,usp0008vfp,2014-11-07T01:06:05.895Z,"south of Sumbawa, Indonesia",earthquake,,,,4,reviewed,us,us
1998-09-23T17:24:28.360Z,-1.766,134.093,33,4.1,mb,,,,1.05,us,usp0008vdj,2014-11-07T01:06:05.678Z,"99 km S of Manokwari, Indonesia",earthquake,,,,5,reviewed,us,us
1998-09-23T09:45:28.630Z,-5.57,103.927,33,4.4,mb,,,,1.04,us,usp0008vd4,2014-11-07T01:06:05.624Z,"134 km SW of Kotabumi, Indonesia",earthquake,,,,1,reviewed,us,us
1998-09-23T06:16:36.380Z,3.483,122.285,595.9,4.9,mb,,,,0.93,us,usp0008vd0,2014-11-07T01:06:05.608Z,"271 km SE of Latung, Philippines",earthquake,,7.5,,26,reviewed,us,us
1998-09-23T02:41:57.730Z,-8.676,129.137,33,4.3,mb,,,,0.99,us,usp0008vcm,2014-11-07T01:06:05.571Z,"236 km E of Lospalos, Timor Leste",earthquake,,,,6,reviewed,us,us
1998-09-22T21:33:21.360Z,1.399,126.926,63.8,4.8,mb,,,,0.76,us,usp0008vc9,2014-11-07T01:06:05.322Z,"84 km NW of Ternate, Indonesia",earthquake,,7.8,,19,reviewed,us,us
1998-09-22T14:45:21.800Z,-0.163,121.786,215.9,4.3,mb,,,,0.42,us,usp0008vbz,2014-11-07T01:06:05.293Z,"141 km NW of Luwuk, Indonesia",earthquake,,28.4,,5,reviewed,us,us
1998-09-21T06:52:41.190Z,0.262,122.467,147.4,6,mwb,,,,1.19,us,usp0008v9v,2022-04-29T17:42:50.424Z,"72 km WSW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,us
1998-09-21T05:35:08.800Z,-11.385,118.319,33,3.4,mb,,,,1,us,usp0008v9r,2014-11-07T01:06:04.997Z,"286 km SW of Waingapu, Indonesia",earthquake,,,,2,reviewed,us,us
1998-09-21T03:35:53.060Z,-10.59,118.428,33,4.7,mb,,,,1.17,us,usp0008v9j,2014-11-07T01:06:04.838Z,"226 km WSW of Waingapu, Indonesia",earthquake,,,,7,reviewed,us,us
1998-09-20T21:21:55.120Z,-7.77,106.951,67.4,5.5,mwc,,,,1.2,us,usp0008v91,2020-09-15T20:21:14.535Z,"82 km SW of Banjar, Indonesia",earthquake,,,,,reviewed,us,hrv
1998-09-20T20:19:52.890Z,1.439,127.184,155.1,4.7,mb,,,,1.1,us,usp0008v8x,2014-11-07T01:06:04.745Z,"75 km NNW of Ternate, Indonesia",earthquake,,10.2,,18,reviewed,us,us
1998-09-20T20:05:15.540Z,-4.43,144.015,119.4,4,mb,,,,0.9,us,usp0008v8w,2014-11-07T01:06:04.743Z,"41 km S of Angoram, Papua New Guinea",earthquake,,6.3,,5,reviewed,us,us
1998-09-20T19:51:52.210Z,-6.419,130.061,137.5,4.2,mb,,,,1.05,us,usp0008v8v,2014-11-07T01:06:04.741Z,"Banda Sea",earthquake,,14.9,,4,reviewed,us,us
1998-09-20T05:53:27.350Z,7.308,126.576,190.2,4.6,mb,,,,1,us,usp0008v7q,2014-11-07T01:06:04.606Z,"2 km N of Santiago, Philippines",earthquake,,5.4,,18,reviewed,us,us
1998-09-20T01:50:42.570Z,0.897,124.361,171.5,5,mb,,,,0.97,us,usp0008v7g,2014-11-07T01:06:04.582Z,"67 km SW of Tomohon, Indonesia",earthquake,,6.2,,21,reviewed,us,us
1998-09-19T20:15:56.780Z,3.506,124.259,377.2,4.3,mb,,,,1.14,us,usp0008v6z,2014-11-07T01:06:04.509Z,"233 km NNW of Manado, Indonesia",earthquake,,6.8,,17,reviewed,us,us
1998-09-19T14:08:11.220Z,-6.97,129.548,105.4,4.3,mb,,,,1.01,us,usp0008v6m,2014-11-07T01:06:04.481Z,"Banda Sea",earthquake,,22.2,,4,reviewed,us,us
1998-09-18T15:36:42.250Z,-5.873,105.63,24.1,4,mb,,,,0.57,us,usp0008v5f,2014-11-07T01:06:04.389Z,"60 km NNW of Labuan, Indonesia",earthquake,,10.7,,2,reviewed,us,us
1998-09-18T13:14:20.650Z,5.55,127.663,33,3.5,mb,,,,0.9,us,usp0008v54,2014-11-07T01:06:04.333Z,"187 km ESE of Pondaguitan, Philippines",earthquake,,,,1,reviewed,us,us
1998-09-18T11:06:45.840Z,-11.421,118.822,33,4.2,mb,,,,0.77,us,usp0008v4w,2014-11-07T01:06:04.316Z,"250 km SW of Waingapu, Indonesia",earthquake,,,,4,reviewed,us,us
1998-09-18T07:38:09.380Z,-2.92,142.109,10,4,mb,,,,1.06,us,usp0008v4f,2014-11-07T01:06:04.289Z,"35 km NW of Aitape, Papua New Guinea",earthquake,,,,3,reviewed,us,us
1998-09-17T22:45:27.110Z,4.969,126.447,110.4,4.2,mb,,,,1.1,us,usp0008v3q,2014-11-07T01:06:04.216Z,"119 km ESE of Sarangani, Philippines",earthquake,,11.9,,7,reviewed,us,us
1998-09-17T12:24:55.730Z,-10.062,123.968,33,3.7,mb,,,,0.57,us,usp0008v35,2014-11-07T01:06:04.162Z,"41 km WSW of Soe, Indonesia",earthquake,,,,3,reviewed,us,us
1998-09-17T08:33:35.350Z,-4.448,104.613,195.2,4,mb,,,,1.32,us,usp0008v2m,2014-11-07T01:06:04.112Z,"51 km NW of Kotabumi, Indonesia",earthquake,,5.7,,2,reviewed,us,us
1998-09-17T06:32:22.670Z,2.145,126.583,125.6,4.4,mb,,,,0.53,us,usp0008v2c,2014-11-07T01:06:04.096Z,"165 km WNW of Tobelo, Indonesia",earthquake,,32.3,,6,reviewed,us,us
1998-09-17T03:35:43.520Z,-7.593,124.904,379.3,4.5,mb,,,,0.79,us,usp0008v20,2014-11-07T01:06:04.050Z,"117 km NNW of Maubara, Timor Leste",earthquake,,7.9,,12,reviewed,us,us
1998-09-17T02:57:39.380Z,5.653,126.365,155.7,4.3,mb,,,,1.54,us,usp0008v1y,2014-11-07T01:06:04.046Z,"81 km SSE of Pondaguitan, Philippines",earthquake,,14,,1,reviewed,us,us
1998-09-16T23:59:19.060Z,-1.679,99.669,33,4.4,mb,,,,0.93,us,usp0008v1u,2014-11-07T01:06:04.036Z,"111 km SW of Padang, Indonesia",earthquake,,,,2,reviewed,us,us
1998-09-16T17:17:44.220Z,-6.801,107.707,33,4.4,mb,,,,0.91,us,usp0008v1f,2014-11-07T01:06:04.014Z,"Java, Indonesia",earthquake,,,,2,reviewed,us,us
1998-09-16T16:44:20.190Z,-7.231,144.887,33,3.6,mb,,,,1.3,us,usp0008v1e,2014-11-07T01:06:04.012Z,"near the south coast of New Guinea, Papua New Guinea",earthquake,,,,2,reviewed,us,us
1998-09-16T15:26:00.020Z,4.427,128.286,33,4.2,mb,,,,0.96,us,usp0008v16,2014-11-07T01:06:03.994Z,"299 km N of Tobelo, Indonesia",earthquake,,,,6,reviewed,us,us
1998-09-16T13:28:44.110Z,-6.197,102.841,39.2,4.4,mb,,,,0.83,us,usp0008v13,2014-11-07T01:06:03.988Z,"244 km S of Pagar Alam, Indonesia",earthquake,,,,6,reviewed,us,us
1998-09-16T05:51:27.060Z,-6.64,131.232,42.2,5.2,mwc,,,,0.84,us,usp0008v0f,2022-04-29T17:42:18.408Z,"202 km WSW of Tual, Indonesia",earthquake,,5.9,,,reviewed,us,hrv
1998-09-15T21:50:14.790Z,4.37,128.49,33,4.6,mb,,,,1.18,us,usp0008uzw,2014-11-07T01:06:03.765Z,"296 km N of Tobelo, Indonesia",earthquake,,,,4,reviewed,us,us
1998-09-15T20:01:29.200Z,-4.539,144.124,123.7,4.7,mb,,,,0.75,us,usp0008uzt,2014-11-07T01:06:03.597Z,"53 km S of Angoram, Papua New Guinea",earthquake,,3.9,,19,reviewed,us,us
1998-09-15T16:35:15.400Z,4.371,128.422,44.9,4.2,mb,,,,1.11,us,usp0008uzk,2014-11-07T01:06:03.576Z,"295 km N of Tobelo, Indonesia",earthquake,,,,9,reviewed,us,us
1998-09-15T16:26:16.820Z,4.361,128.201,33,4.1,mb,,,,0.79,us,usp0008uzj,2014-11-07T01:06:03.574Z,"291 km N of Tobelo, Indonesia",earthquake,,,,3,reviewed,us,us
1998-09-15T15:35:02.980Z,4.323,128.242,33,4,mb,,,,1.05,us,usp0008uzg,2014-11-07T01:06:03.569Z,"288 km N of Tobelo, Indonesia",earthquake,,,,3,reviewed,us,us
1998-09-15T12:59:07.520Z,4.394,128.509,83.9,4.5,mb,,,,0.54,us,usp0008uzc,2014-11-07T01:06:03.562Z,"299 km N of Tobelo, Indonesia",earthquake,,13.1,,7,reviewed,us,us
1998-09-15T08:32:08.410Z,-3.162,135.844,33,4.5,mb,,,,1.4,us,usp0008uyu,2014-11-07T01:06:03.489Z,"43 km ENE of Nabire, Indonesia",earthquake,,,,6,reviewed,us,us
1998-09-15T03:32:08.300Z,-6.721,130.031,114.4,5,mb,,,,1.14,us,usp0008uyf,2014-11-07T01:06:03.447Z,"Banda Sea",earthquake,,8.1,,16,reviewed,us,us
1998-09-14T21:17:52.900Z,-7.753,128.077,191.7,4.4,mb,,,,0.2,us,usp0008uxw,2014-11-07T01:06:03.359Z,"146 km NE of Lospalos, Timor Leste",earthquake,,18.6,,2,reviewed,us,us
1998-09-14T04:54:37.260Z,-9.984,124.567,33,4.4,mb,,,,1.35,us,usp0008uwr,2014-11-07T01:06:02.875Z,"33 km ESE of Soe, Indonesia",earthquake,,,,1,reviewed,us,us
1998-09-13T21:35:24.010Z,-8.792,124.713,33,4.1,mb,,,,1.29,us,usp0008uwa,2014-11-07T01:06:02.431Z,"39 km NNW of Atambua, Indonesia",earthquake,,,,4,reviewed,us,us
1998-09-13T16:42:27.030Z,-6.625,130.641,100,3.5,mb,,,,1.32,us,usp0008uvx,2014-11-07T01:06:02.323Z,"258 km WSW of Tual, Indonesia",earthquake,,,,1,reviewed,us,us
1998-09-13T15:00:28.050Z,-3.038,141.627,59.3,3.5,mb,,,,1.07,us,usp0008uvt,2014-11-07T01:06:02.236Z,"53 km SE of Vanimo, Papua New Guinea",earthquake,,14.3,,2,reviewed,us,us
1998-09-13T09:13:14.510Z,-2.802,139.109,33,3.5,mb,,,,1.36,us,usp0008uve,2014-11-07T01:06:02.211Z,"near the north coast of Papua, Indonesia",earthquake,,,,2,reviewed,us,us
1998-09-12T20:20:44.790Z,-6.62,129.95,150,4,mb,,,,1.38,us,usp0008uuf,2014-11-07T01:06:02.115Z,"Banda Sea",earthquake,,,,3,reviewed,us,us
1998-09-12T10:41:49.710Z,-2.832,126.32,71.9,5.3,mwc,,,,1.24,us,usp0008utx,2016-11-09T23:28:15.378Z,"228 km WNW of Ambon, Indonesia",earthquake,,13,,,reviewed,us,hrv
1998-09-12T10:40:31.840Z,-2.842,126.299,93.8,4.4,mb,,,,1.2,us,usp0008utw,2014-11-07T01:06:02.017Z,"229 km WNW of Ambon, Indonesia",earthquake,,30.5,,11,reviewed,us,us
1998-09-12T03:55:35.570Z,2.94,97.317,33,4.2,mb,,,,0.75,us,usp0008utb,2014-11-07T01:06:01.966Z,"89 km NW of Singkil, Indonesia",earthquake,,,,3,reviewed,us,us
1998-09-11T23:58:54.470Z,-7.408,128.304,109,4.6,mb,,,,1.2,us,usp0008ut0,2014-11-07T01:06:01.932Z,"189 km NE of Lospalos, Timor Leste",earthquake,,18,,12,reviewed,us,us
1998-09-11T18:00:35.930Z,5.533,125.946,141.3,3.9,mb,,,,0.79,us,usp0008uss,2014-11-07T01:06:01.913Z,"Mindanao, Philippines",earthquake,,13.9,,3,reviewed,us,us
1998-09-11T07:16:45.820Z,-6.726,128.132,268.4,4.8,mb,,,,0.89,us,usp0008ury,2014-11-07T01:06:01.844Z,"234 km NNE of Lospalos, Timor Leste",earthquake,,14.1,,9,reviewed,us,us
1998-09-10T21:39:13.990Z,-8.359,129.083,33,4.2,mb,,,,1.32,us,usp0008ur8,2014-11-07T01:06:01.776Z,"230 km E of Lospalos, Timor Leste",earthquake,,,,6,reviewed,us,us
1998-09-10T18:13:35.030Z,6.226,126.112,150.1,4,mb,,,,1.06,us,usp0008uqz,2014-11-07T01:06:01.750Z,"16 km SSW of Pondaguitan, Philippines",earthquake,,7.3,,8,reviewed,us,us
1998-09-10T13:49:59.520Z,-3.25,129.154,10,4.2,mb,,,,1.24,us,usp0008uqs,2014-11-07T01:06:01.730Z,"27 km ENE of Amahai, Indonesia",earthquake,,,,6,reviewed,us,us
1998-09-10T13:06:22.090Z,-7.531,128.29,150,4.1,mb,,,,1.28,us,usp0008uqp,2014-11-07T01:06:01.723Z,"179 km NE of Lospalos, Timor Leste",earthquake,,,,3,reviewed,us,us
1998-09-10T07:44:26.380Z,5.365,126.663,59.4,4.8,mb,,,,1.02,us,usp0008uqb,2014-11-07T01:06:01.692Z,"122 km SSE of Pondaguitan, Philippines",earthquake,,10.4,,14,reviewed,us,us
1998-09-10T04:21:41.930Z,5.467,126.639,77.4,5.1,mwc,,,,1.07,us,usp0008uq2,2016-11-09T23:27:18.842Z,"111 km SSE of Pondaguitan, Philippines",earthquake,,3.9,,,reviewed,us,hrv
1998-09-10T00:45:54.780Z,5.612,126.848,33,4.1,mb,,,,1.49,us,usp0008upu,2014-11-07T01:06:01.646Z,"111 km SE of Pondaguitan, Philippines",earthquake,,,,1,reviewed,us,us
1998-09-09T21:49:17.110Z,5.234,126.436,33,4.3,mb,,,,1.2,us,usp0008upj,2014-11-07T01:06:01.592Z,"109 km E of Sarangani, Philippines",earthquake,,,,8,reviewed,us,us
1998-09-09T17:42:29.490Z,-3.306,129.436,33,4.6,mb,,,,1.11,us,usp0008upb,2014-11-07T01:06:01.576Z,"57 km E of Amahai, Indonesia",earthquake,,,,10,reviewed,us,us
1998-09-09T14:44:32.370Z,1.647,126.329,33,4.2,mb,,,,0.64,us,usp0008up4,2014-11-07T01:06:01.547Z,"150 km NW of Ternate, Indonesia",earthquake,,,,7,reviewed,us,us
1998-09-09T13:34:13.420Z,2.915,127.862,102.4,4.9,mb,,,,0.99,us,usp0008up1,2014-11-07T01:06:01.537Z,"132 km N of Tobelo, Indonesia",earthquake,,8.1,,26,reviewed,us,us
1998-09-09T08:48:08.740Z,-8.172,129.078,33,4.5,mb,,,,1.52,us,usp0008unh,2014-11-07T01:06:01.453Z,"232 km E of Lospalos, Timor Leste",earthquake,,,,9,reviewed,us,us
1998-09-09T04:20:02.450Z,0.887,125.819,33,4.3,mb,,,,0.91,us,usp0008unb,2014-11-07T01:06:01.423Z,"110 km ESE of Tondano, Indonesia",earthquake,,,,5,reviewed,us,us
1998-09-09T01:28:44.370Z,2.029,97.629,33,4.7,mb,,,,1.34,us,usp0008un6,2014-11-07T01:06:01.413Z,"33 km SSW of Singkil, Indonesia",earthquake,,,,6,reviewed,us,us
1998-09-08T22:10:52.990Z,-8.586,129.226,100,4.2,mb,,,,1.11,us,usp0008umv,2014-11-07T01:06:01.391Z,"245 km E of Lospalos, Timor Leste",earthquake,,,,3,reviewed,us,us
1998-09-08T22:02:52.790Z,5.418,126.379,81,4.6,mb,,,,0.91,us,usp0008umu,2014-11-07T01:06:01.386Z,"98 km SE of Caburan, Philippines",earthquake,,8,,11,reviewed,us,us
1998-09-08T21:50:52.460Z,5.461,126.495,68.7,4.1,mb,,,,0.92,us,usp0008umt,2014-11-07T01:06:01.384Z,"105 km SSE of Pondaguitan, Philippines",earthquake,,11.9,,4,reviewed,us,us
1998-09-08T21:39:21.320Z,5.612,126.904,33,4.2,mb,,,,1.3,us,usp0008ums,2014-11-07T01:06:01.381Z,"115 km SE of Pondaguitan, Philippines",earthquake,,,,7,reviewed,us,us
1998-09-08T20:06:21.840Z,-6.955,129.642,54.6,4.3,mb,,,,0.84,us,usp0008umk,2014-11-07T01:06:01.368Z,"Banda Sea",earthquake,,9.4,,7,reviewed,us,us
1998-09-08T18:48:43.760Z,-8.15,129.137,33,4.7,mb,,,,1.19,us,usp0008umh,2014-11-07T01:06:01.359Z,"239 km E of Lospalos, Timor Leste",earthquake,,,,22,reviewed,us,us
